Recipe URL,Recipe Title,Description/Summary,Cover Image URL,Prep Time (minutes),Cook Time (minutes),Servings/Serves,Difficulty Level,Ingredients List,Step-by-Step Instructions,Calories,Protein,Carbs,Fat,Fiber,Cuisine Type,Meal Type,Tags,Rating (Average),Rating (Count)
https://www.foodforfitness.co.uk/recipes/quinoa-salad-feta/,ERROR: 'utf-8' codec can't decode byte 0x83 in position 0: invalid start byte,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/mexican-pork-stew/,ERROR: 'utf-8' codec can't decode byte 0xf8 in position 2: invalid start byte,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/salmon-pasta-salad/,ERROR: 'utf-8' codec can't decode byte 0x83 in position 0: invalid start byte,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/air-fryer-salmon-parcels/,ERROR: 'utf-8' codec can't decode byte 0xf8 in position 2: invalid start byte,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/mexican-steak/,ERROR: 'utf-8' codec can't decode byte 0x83 in position 0: invalid start byte,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/cambodian-curry/,ERROR: 'utf-8' codec can't decode byte 0x83 in position 0: invalid start byte,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/american-bbq-meatloaf-recipe/,ERROR: 'utf-8' codec can't decode byte 0x83 in position 0: invalid start byte,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/slow-cooker-spaghetti-bolognese/,ERROR: 'utf-8' codec can't decode byte 0x83 in position 0: invalid start byte,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/slow-cooker-pork-casserole/,ERROR: 'utf-8' codec can't decode byte 0xf8 in position 2: invalid start byte,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/thai-basil-pork-pad-kra-pao/,ERROR: 'utf-8' codec can't decode byte 0x83 in position 0: invalid start byte,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/moroccan-chickpea-butternut-squash-stew/,ERROR: 'utf-8' codec can't decode byte 0x83 in position 0: invalid start byte,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/pork-goulash/,ERROR: 'utf-8' codec can't decode byte 0xfe in position 2: invalid start byte,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/brazilian-chicken-stew-frango-de-panela/,ERROR: 'utf-8' codec can't decode byte 0x83 in position 0: invalid start byte,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/chicken-chorizo-paella/,ERROR: 'utf-8' codec can't decode byte 0x83 in position 0: invalid start byte,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/lentil-curry-vegetarian/,ERROR: 'utf-8' codec can't decode byte 0xfa in position 2: invalid start byte,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/lentil-chilli/,ERROR: 'utf-8' codec can't decode byte 0xfa in position 2: invalid start byte,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/slow-cooker-irn-bru-chicken/,ERROR: 'utf-8' codec can't decode byte 0x83 in position 0: invalid start byte,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/carbonnade-flamande-recipe/,ERROR: 'utf-8' codec can't decode byte 0x83 in position 0: invalid start byte,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/chicken-cacciatore-recipe/,ERROR: 'utf-8' codec can't decode byte 0x83 in position 0: invalid start byte,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/prawn-curry/,ERROR: 'utf-8' codec can't decode byte 0x83 in position 0: invalid start byte,,,,,,,,,,,,,,,,,,
https://www.foodforfitness.co.uk/recipes/white-chicken-chilli/,ERROR: 'utf-8' codec can't decode byte 0xa3 in position 0: invalid start byte,,,,,,,,,,,,,,,,,,
